,title,area,numberOfRooms,price,town,district
189,ARNAVUTKÖY MERKEZ CAMİ KARŞISI SATILIK DUBLEKS OFİS,180.0,1+1,3.250.000,Arnavutköy,Arnavutköy Merkez Mh.
190,ARNAVUTKÖY KOZLAR DA SATİLİK DUBLEKS,190.0,4+2,2.200.000,Arnavutköy,Mustafa Kemal Paşa Mh.
191,ARNAVUTKÖY MERKEZDE SATILIK 2+1 DAİRE,90.0,2+1,890.000,Arnavutköy,Arnavutköy Merkez Mh.
192,ARNAVUTKÖY MERKEZDE SATILIK (BOŞ) (DUBLEX) BÜYÜK M2 DAİRE,170.0,3+2,2.030.000,Arnavutköy,Anadolu Mah.
193,"ARNAVUTKÖY 3+1, 133m² HADIMKÖY TOKİ KONUTLARINDA SATILIK DAİRE",133.0,3+1,1.650.000,Arnavutköy,Hadımköy Mh.
194,Acil Kiptaş 1.etap satılık daire,75.0,2+1,1.250.000,Arnavutköy,Hadımköy Mh.
195,ARNAVUTKÖY YILDIRIM BEYAZIT CATTESİN SATILIK 2+1 ARAKAT 1 KAT,100.0,2+1,1.900.000,Arnavutköy,Anadolu Mah.
196,Sahibinden satılık 3+1 yüksek giriş balkonlu daire,120.0,3+1,1.450.000,Arnavutköy,Mustafa Kemal Paşa Mh.
197,ÖzKoç İnşaattan Anahtar Teslim 2+1 Asansörlü Köşe Başı Daire,90.0,2+1,1.250.000,Arnavutköy,Yunus Emre Mah.
198,ARNAVAUTKÖY /KARLIBAYIR MERKEZDE 3+1 NET 130 M² SIFIR DUBLEX,140.0,3+1,1.545.000,Haraççı,Karlıbayır Mh.
199,ARNAVUTKÖY HARAÇÇI'DA SATILIK 5+2,195.0,5+2,2.250.000,Haraççı,Karlıbayır Mh.
200,ARNAVUTKÖY MERKEZDE METROYA YAKIN SATILIK 5+3 220M2 DÜBLEX DAİRE,220.0,5+3,2.050.000,Arnavutköy,Anadolu Mah.
201,ARNAVUTKÖY HİÇRET MH BUTİK APARTMADAN 4+1 DUBLEX DAİRE,200.0,4+1,2.250.000,Bolluca,Hicret Mah.
202,ARNAVUTKÖY YILDIRIM BEYAZIT CADDESİNDE 3+1 ARAKAT DAİRE,100.0,2+1,1.500.000,Arnavutköy,Anadolu Mah.
203,ARNAVUTKÖY KOZLARDA SIFIR LÜKS DUBLEKS DAİRE,170.0,2+1,1.900.000,Arnavutköy,Mustafa Kemal Paşa Mh.
204,MUSTAFA KEMALPAŞA MAH VADİ PARKA KOMŞU SATILIK LÜKS DAİRE,100.0,2+1,1.490.000,Arnavutköy,Mustafa Kemal Paşa Mh.
205,Arnavutköy Anadolu mahallesin'de satılık 4+2 daire,175.0,4+2,1.700.000,Arnavutköy,Anadolu Mah.
206,SAHİBİNDEN ARNAVUTKÖY YEŞİL CAMİNİN DİBİN DE YATIRIMLIK DAİRE,110.0,2+1,2.250.000,Arnavutköy,Mustafa Kemal Paşa Mh.
207,Arnavutköy Yunus Emre Mah De Cadde Üzerin De 2+1 Sıfır Daire,80.0,2+1,1.200.000,Arnavutköy,Yunus Emre Mah.
208,SAHİBİNDEN SATILIK DAİRE ARNAVUTKÖY İSLAMBEY'DE,100.0,2+1,1.295.000,Arnavutköy,İslambey Mh.
209,Doğa ile iç içe site içerisinde 3+1 daire,135.0,3+1,3.980.000,Boğazköy,Boğazköy İstiklal Mh.
210,HADIMKÖY VEFA KONUTLARI ( KİRACILI ) SATILIK 2+1 DAİRE,115.0,2+1,1.600.000,Arnavutköy,Hadımköy Mh.
211,HARAÇÇI GÖÇMENKENT SİTELERİNDE 2+1 90 M2 1. ARA KAT DAİRE,100.0,2+1,1.220.000,Haraççı,Haraççı Mh.
212,Arnavutköy Hadımköy Mah. Toki Akpınar Konutlarında Satılık 2+1,90.0,2+1,1.150.000,Arnavutköy,Hadımköy Mh.
213,ARNAVUTKÖY ANADOLU MAHALLESİ'NDE SATILIK 4+2 LÜX TERS DUBLEX,150.0,4+2,1.050.000,Arnavutköy,Anadolu Mah.
214,KARDEŞLER GRUP'TAN ARNAVURKÖY MERKEZ'DE 2+1 100MT DAİRE,105.0,2+1,1.050.000,Arnavutköy,Arnavutköy Merkez Mh.
215,YENİ BİNADA SIFIR 2+1 75 M2 TERS DUBLEKS,85.0,2+1,975.000,Taşoluk,Taşoluk Mh.
216,ANADOLU MAH 2+1 100 M2 SATILIK KREDİYE UYGUN DAİRE,115.0,2+1,1.185.000,Arnavutköy,Anadolu Mah.
217,ARNAVUTKÖY TAŞOLUKTA SATILIK YÜKSEK GİRİŞ DAİRE BALKONLU 2+1 95M,90.0,2+1,1.230.000,Taşoluk,Taşoluk Mh.
218,ANADOLUMAH SALI PAZARİNDA 1020 BIN SATILK 2+1 TERS DUBLEKS DAIR,130.0,2+1,1.020.000,Arnavutköy,Anadolu Mah.
219,ANADOLU MAHALLESİNDE KREDİLİ 2+2 TERS DUBLEKS,125.0,2+2,980.000,Arnavutköy,Anadolu Mah.
220,CANBULMUŞ EMLAKDAN ŞEHİR PARKINA YAKIN SIFIR 3+1 ARA KAT DAİRE,120.0,3+1,1.550.000,Arnavutköy,Anadolu Mah.
221,DAF YAPI 'DAN SATILIK ARNAVUTKÖY MERKEZE YAKIN FIRSAT 1+1 DUBLEX,120.0,3+1,1.650.000,Arnavutköy,Anadolu Mah.
222,ARNAVUTKÖY ATATÜRK MAH. SATILIK ÇATI KATI 2+1 DAİRE,110.0,2+1,845.000,Boğazköy,Atatürk Mh.
223,Boğazköyistiklal Mah'De HAKANLAR İNŞAAT'TAN Satılık 4+2 Dubleks,180.0,4+2,1.720.000,Boğazköy,Boğazköy İstiklal Mh.
224,HASMEKSTAR GAYRİMENKULDEN UTRA LÜKS 3+1DAİRE MUSTAFA KEMALDE,140.0,3+1,1.600.000,Arnavutköy,Mustafa Kemal Paşa Mh.
225,ARNAVUTKÖY YUNUSEMRE MAH. SATILIK YÜKSEK GİRİŞ DAİRE,100.0,2+1,885.000,Arnavutköy,Yunus Emre Mah.
226,TURYAPTAN MİLKENT SİTESİNDE 3+1 ORMAN MANZARALI DAİRE,170.0,3+1,2.550.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
227,1.KAT ARA KAT İSKANLI BOLLUCA'DA SAHİBİNDEN DAİRE,80.0,2+1,1.000.000,Bolluca,
228,ARNAVUTKÖY TAŞOLUKTA SATILIK 2 TANE 1+1 AYRILMIŞ TERS DUBLEX,150.0,2+1,1.110.000,Taşoluk,Taşoluk Mh.
229,ARNAVUTKÖY MERKEZ DE SATILIK LÜKS DUBLEKS DAİRE,175.0,4+2,1.980.000,Arnavutköy,Anadolu Mah.
230,Taşoluk Satılık daire,110.0,2+1,1.200.000,Taşoluk,Mehmet Akif Ersoy Mah.
231,MERKEZ 2.CAMİİ SOKAĞINDA SATILIK 2+1 YENİ SIFIR DAİRE,85.0,2+1,1.450.000,Arnavutköy,Anadolu Mah.
232,DELİKLİKAYA KİPTAŞ 3.ETAP SATILIK 2+1 DAİRE,84.0,2+1,1.200.000,Hadımköy,(Boyalık)Deliklikaya Mah.
233,MAVİGÖL MAHALLESİNDE 2+1,90.0,2+1,1.050.000,Bolluca,Mavigöl Mh.
234,TAŞOLUK'TA KAÇIRILMAYACAK TERS DUBLEKS,150.0,2+2,1.030.000,Taşoluk,Taşoluk Mh.
235,HASMEKSTAR ÎNŞAATDAN AVLU AVM'YANI TERS DUBLEKS DAİRE,110.0,3+1,1.325.000,Arnavutköy,Arnavutköy Merkez Mh.
236,HASMEKSTARDAN MAVÎGÖLDE DUBLEKS DAIRE UTRA LÜKS BOLUCA MAHALESI,200.0,4+2,2.500.000,Bolluca,Mavigöl Mh.
237,Arnavutköy Merkeze Yakın Cadde Cephe Ayrı Kullanıma Uygun Dublex,210.0,4+2,1.650.000,Arnavutköy,Anadolu Mah.
238,KARDEŞLER GRUP'TAN SIFIR KREDİYE UYGUN 5+2 CADDE ÜZERİ DUBLEKS,180.0,5+2,2.500.000,Arnavutköy,Anadolu Mah.
239,Deliklikaya kiptaş 3. Etap,84.0,2+1,1.370.000,Hadımköy,(Boyalık)Deliklikaya Mah.
240,KARDEŞLER GRUP'TAN SIFIR KREDİYE UYGUN HAFTANIN FIRSAT DAİRESİ,90.0,2+1,1.230.000,Arnavutköy,Yunus Emre Mah.
241,NET EMLAKTAN TAŞOLUK MERKEZDE 1850 BIN SATILIK 4+2 DUBLEKS DAİR,200.0,4+2,1.850.000,Taşoluk,Taşoluk Mh.
242,HASMEKSTAR İNŞAATDAN 3KAT GİBİ ARAKAT BALKONLU DAİRE MERKEZDE,130.0,3+1,1.265.000,Arnavutköy,Anadolu Mah.
243,3+1 ALT 3+1 ÇATI DUBLEX ERİNÇ MANZARADA İSKANLI KAPALI OTOPARKLI,270.0,6+2,2.970.000,Taşoluk,Taşoluk Mh.
244,TAŞOLUK TOKİ KONUTLARI SATILIK DAİRE,85.0,2+1,1.429.000,Taşoluk,Mehmet Akif Ersoy Mah.
245,ANADOLU MAH KULLANIŞLI DUBLEKS,185.0,5+1,1.800.000,Arnavutköy,Anadolu Mah.
246,HADIMKÖY KİPTAŞ TEMİZ BAKIMLI SATILIK DAİRE,75.0,2+1,1.170.000,Arnavutköy,Hadımköy Mh.
247,Satılık Daire,110.0,2+1,1.375.000,Hadımköy,(Boyalık)Hastane Mah.
248,ERPAYDAN SATILIK TERS DUBLEX DAİRE,150.0,4+1,1.225.000,Boğazköy,Atatürk Mh.
249,ARNAVUTKÖY SERAPARK VADİ'DE YÜKSEK GİRİŞ+BAHÇE DAİRE,170.0,3+1,2.775.000,Arnavutköy,Mustafa Kemal Paşa Mh.
250,KİL YAPI DA DUBLEKS DAİRE SATILIK,105.0,2+1,1.350.000,Arnavutköy,Hadımköy Mh.
251,ARNAVUTKÖY'DE SATILIK 2+1 GENİŞ FERAH ARA KAT DAİRE,110.0,2+1,1.355.000,Arnavutköy,Mustafa Kemal Paşa Mh.
252,SOKAĞI VE KONUMUYLA EN İYİSİ İŞ DEĞİŞİKLİĞİ SEBEBİ İLE 1.980.000,100.0,2+1,1.980.000,Bolluca,Hicret Mah.
253,CB STAR'DAN HADIMKÖY 1. ETAP KİPTAŞ 75 m2 SATILIK 2+1 DAİRE,84.0,2+1,1.200.000,Arnavutköy,Hadımköy Mh.
254,ARNAVUTKÖY KOZLAR DA SATİLİK ARA KAT DAİRELER.,100.0,2+1,1.550.000,Arnavutköy,Mustafa Kemal Paşa Mh.
255,ARNAVUTKÖY MERKEZ MAH. 4+1 SATILIK DUBLEKS DAİRE ORMAN MANZARALI,170.0,4+1,2.350.000,Arnavutköy,Arnavutköy Merkez Mh.
256,ANADOLU MAHALLESİNDE HARİKA BİR DAİRE SAHİBİ OLMAK İSTERMİSİNİZ,105.0,2+1,999.000,Arnavutköy,Anadolu Mah.
257,3.ETAP KİPTAŞ KONUTLARI 2+1SATILIK 1.230.000-TL,84.0,2+1,1.230.000,Hadımköy,(Boyalık)Deliklikaya Mah.
258,Bahçeşehir'in gözdesi yeni havalimanı üzerinde sıfır proje,73.0,1+1,1.350.000,Hadımköy,(Boyalık)Deliklikaya Mah.
259,hadımköy kiptaş 2+1 güney cephe 7. kat,90.0,2+1,1.175.000,Hadımköy,(Boyalık)Hastane Mah.
260,ARNAVUTKÖY ANADOLU'DA SATILIK 2+1 ARA KAT 105M2 DAİRE,115.0,2+1,1.400.000,Arnavutköy,Anadolu Mah.
261,ARNAVUTKÖY YILDIRIM BEYAZIT CATTESİNDE SATILIK2+1 ARAKAT 1 KAT,100.0,2+1,2.000.000,Arnavutköy,Anadolu Mah.
262,Yarıcılar inşaat tan Anadolu mah satılık 2+1 100 m2 ara kat,100.0,2+1,1.350.000,Arnavutköy,Anadolu Mah.
263,TAŞOLUK FATİH MAH. 4+1 150 M² DUBLEKS,155.0,4+1,1.050.000,Taşoluk,Fatih Mah.
264,Hadımköy kill yapıda eşyalı satılık 2+1 dublex daire,110.0,2+1,1.350.000,Arnavutköy,Hadımköy Mh.
265,ARNAVUTKÖY ANADOLU MAH SATILIK 95 M2 2 +1 DAİRE,95.0,2+1,1.325.000,Arnavutköy,Anadolu Mah.
266,ARNAVÜTKÖY MERKEZ'DE SİTE İÇERİSNDE SATILIK 3+1LÜKS DAİRE,135.0,3+1,2.990.000,Arnavutköy,Arnavutköy Merkez Mh.
267,ARNAVUTKÖY MERKEZDE METROYA YAKIN SATILIK YÜKSEK GİRİŞ 3+1 125M2,130.0,3+1,1.550.000,Arnavutköy,Anadolu Mah.
268,MUSTAFA KEMA PAŞA MAH LÜKS 4+1 BAHÇELİ KULLANIŞLI 120 M2 DAİRE,120.0,4+1,1.200.000,Arnavutköy,Mustafa Kemal Paşa Mh.
269,KAPLAN İNŞAATTAN UYGUN BAHÇE KATI,85.0,2+1,690.000,Arnavutköy,İslambey Mh.
270,SALI PAZARINDA 2+2 TERS DUBEX DAİRE,135.0,2+2,1.049.000,Arnavutköy,Anadolu Mah.
271,MERKEZE YÜRÜME MESAFESİNDE ULTRA LÜX 4+2 EBEVEYN BANYOLU DUBLEX,190.0,4+2,1.725.000,Arnavutköy,İslambey Mh.
272,KİPTAŞ HADIMKÖY 3. ETAP SAHİBİNDEN SATILIK DAİRE,84.0,2+1,1.450.000,Hadımköy,(Boyalık)Deliklikaya Mah.
273,Merkezde 110 M2 satılık daire,110.0,2+1,1.675.000,Arnavutköy,Arnavutköy Merkez Mh.
274,HİÇRET MAHALLESİNDE CADDE ÜSTÜ 2+1 LÜX 2+1 ARAKAT DAİRE,110.0,2+1,1.530.000,Bolluca,Hicret Mah.
275,DOĞA İLE İÇİ İÇE ULTRA LÜX DAİRE,150.0,3+1,850.000,Boğazköy,Boğazköy İstiklal Mh.
276,ARNAVUTKÖY MERKEZDE LÜX 2.KAT 100 MT2 BAHÇELİ DAİRE,100.0,2+1,1.495.000,Arnavutköy,İslambey Mh.
277,VATAN EMLAK 4+2 KREDİLİ 130m2 (0.99 KREDİ İMKANI) DUBLEKS DAİRE,130.0,4+2,1.380.000,Arnavutköy,Anadolu Mah.
278,BOLLUCA MERKEZDE SİTE İÇİ KAPALI OTOPARKLI 4+2 DUBLEX 0.89 KREDİ,180.0,4+2,2.375.000,Bolluca,Mavigöl Mh.
279,ŞAHİN İNŞAAT'TAN KARLIBAYIR MH 200M² 3+2 ASANSÖRLÜ DUBLEKS DAİRE,200.0,3+2,1.799.000,Haraççı,Karlıbayır Mh.
280,İstanbul Arnavutköy'de Satılık 2+1 Lüx Daire,100.0,2+1,1.430.000,Arnavutköy,Anadolu Mah.
281,ARNAVUTKÖY TAŞOLUKTA SATILIK 2+1 100M2 LÜX ASANSÖRLÜ 1.KAT DAİRE,100.0,2+1,1.430.000,Taşoluk,Taşoluk Mh.
282,HADIMKÖY KİPTAŞ 1.ETAP KONUTLARINDA SATILIK 2+1 DAİRE,75.0,2+1,1.125.000,Arnavutköy,Hadımköy Mh.
283,HASMEKSTARDAN SİTE İCERİSİNDE ARAKAT DAİRE HARAÇÇI MERKEZDE,105.0,2+1,1.140.000,Haraççı,Haraççı Mh.
284,SALI PAZARI ALTI UYGUN FIYATA 850 BIN 3+1 120M2 DUZ GİRİŞ DAIRE,120.0,3+1,850.000,Arnavutköy,Anadolu Mah.
285,FIRSAT İLAN !!! ARNAVUTKÖY MERKEZ AVLU 34 AVM YANINDA 2+1,85.0,2+1,1.100.000,Arnavutköy,Arnavutköy Merkez Mh.
286,ARNAVUTKÖY MERKEZ MAH CADDE ÜZERİNDE FIRSAT 2+1 SATILIK DAİRE,120.0,2+1,2.100.000,Arnavutköy,Arnavutköy Merkez Mh.
287,YENİ HAVALİMANINA 20 DK. MESAFEDE 2+1 SATILIK SIFIR DAİRE,115.0,2+1,1.150.000,Bolluca,
288,DAF YAPIDAN ARNAVUTKÖY MERKEZDE SATILIK 2+1 FIRSAT ARAKAT DAİRE,90.0,2+1,1.425.000,Arnavutköy,Anadolu Mah.
289,ERPAYDAN CADDE ÜZERİ SATILIK 1.KAT DAİRE,90.0,2+1,1.150.000,Arnavutköy,Nenehatun Mah.
290,HADIMKÖY SATILIK 2+1 DAİRE,85.0,2+1,1.415.000,Arnavutköy,Hadımköy Mh.
291,TERS DUBLEKS 175M² ANADOLU MAHALLESİ SAHİBİNDEN SATILIK,175.0,4+2,1.500.000,Arnavutköy,Anadolu Mah.
292,BOLLUCADA MİLLET BAHÇE MANZARALI BUTİK SİTEDE SATILIK 2+1 DAİRE,80.0,2+1,1.400.000,Bolluca,Hicret Mah.
293,CANBULMUŞ EMLAKDAN İSLAMBEY MAHALLESİNDE SATILIK DUBLEX,180.0,4+2,1.600.000,Arnavutköy,İslambey Mh.
294,KARDEŞLER GRUP'TAN SIFIR KREDİYE UYGUN 3+1 ARA KAT DAİRE,125.0,3+1,1.750.000,Arnavutköy,Anadolu Mah.
295,SATILIK 3+1 ARAKAT DAIRE,123.0,3+1,1.620.000,Arnavutköy,Hadımköy Mh.
296,BALKAYALARDAN BOLLUCADA SATILIK UYGUN YÜKSEK GİRİŞ 1.100.00 TL,90.0,2+1,1.100.000,Bolluca,
297,DAF YAPIDAN ARNAVUTKÖY MERKEZDE SATILIK 2+1 FIRSAT ARAKAT DAİRE,95.0,2+1,1.175.000,Arnavutköy,İslambey Mh.
298,ARNAVUTKÖY MERKEZDE 2+1 ACİL,90.0,2+1,1.190.000,Arnavutköy,Arnavutköy Merkez Mh.
299,FIRSAT..ERPAYDAN MERKEZE-METRO­YA-HASTANEYE YAKIN BALKONLU DAİRE,85.0,2+1,865.000,Arnavutköy,Anadolu Mah.
300,BALKAYALARDAN BOLLUCA MAVİGÖLDE UCUZZ BÜYÜK DUBLEKS 2.189.000 TL,200.0,4+2,2.189.000,Bolluca,Mavigöl Mh.
301,ÖMERLİ KİPTAŞ 2. ETAP KONUTLARINDA 2+1 SATILIK DAİRE,95.0,2+1,1.400.000,Hadımköy,(Boyalık)Ömerli Mh.
302,TAŞOLUK MAHALLESİNDE SATILIK SIFIR 1. KAT DAİRE 2+1,95.0,2+1,1.320.000,Taşoluk,Taşoluk Mh.
303,Arnavutköy Taşoluk Mustafa Kemal Paşa Mahallesin'de 2+1 Ara Kat,110.0,2+1,1.380.000,Arnavutköy,Mustafa Kemal Paşa Mh.
304,Arnavutköy Mustafa Kemal Paşa Mh 2+1 Satılık Ara kat Daire,100.0,2+1,1.275.000,Arnavutköy,Mustafa Kemal Paşa Mh.
305,ARNAVUTKÖY MERKEZ CAMİİ KARŞISI SATILIK DUBLEKS OFİS,180.0,4+1,4.300.000,Arnavutköy,Arnavutköy Merkez Mh.
306,Aslı emlaktan bollucada lüks otoparklı Butik site içi çatı duble,230.0,4+2,2.575.000,Arnavutköy,İmrahor Mh.
307,Arnavutköy Haraççıda 4+2 Satılık Dubleks,190.0,4+2,1.800.000,Haraççı,Haraççı Mh.
308,HASMEKSTARDAN UTRA LÜKS TEK DAİRE ÜZERİ ARAKAT DAİRE İSLAMBEYDE,95.0,2+1,1.125.000,Arnavutköy,İslambey Mh.
309,LAVi iLKAY iSTANBUL ARNAVUTKÖY'DE FIRSAT 150m² SATILIK 3+1 DAiRE,150.0,3+1,3.250.000,Hadımköy,(Boyalık)Deliklikaya Mah.
310,BOZDAĞ EMLAK İNŞAATTAN SATILIK 2+1 0 DAİRE,85.0,2+1,890.000,Arnavutköy,Anadolu Mah.
311,^^USTA İNŞAAT^^ tan satılık 130 m2 3+1,140.0,3+1,1.380.000,Arnavutköy,Anadolu Mah.
312,ŞAHİN İNŞAAT'TAN BOLLUCA MAH 200 M² 4+2 LÜKS 2 YILLIK DUBLEKS,200.0,4+2,2.199.000,Bolluca,Mavigöl Mh.
313,TOPOSMANOĞLU EMLAK'TAN VADİPARK YANI 2+1 LUX YATIRIMLIK DAİRE,75.0,2+1,950.000,Arnavutköy,Mustafa Kemal Paşa Mh.
314,Arnavutköy İslambey de Acil Satılık 2+1 Daire,120.0,2+1,1.355.000,Arnavutköy,İslambey Mh.
315,ARNAVUTKÖY YILDIRIM BEYAZIT CATTESİN DE CATTE CEPE ARAKAT 1 KAT,100.0,2+1,2.100.000,Arnavutköy,Anadolu Mah.
316,ARNAVUTKÖYDE FIRSAT DAİRE 2+1,85.0,2+1,1.075.000,Arnavutköy,Nenehatun Mah.
317,"HADIMKÖY KİPTAŞ KONUTLARI 1. ETAP, 9. KAT, 2+1 SATILIK BOŞ DAİRE",85.0,2+1,1.124.000,Arnavutköy,Hadımköy Mh.
318,ARNAVUTKÖY İSLAMBEY MAHALLESİN DE SATILIK 2+1 ARA KAT,100.0,2+1,1.420.000,Arnavutköy,İslambey Mh.
319,ARNAVUTKÖY'DE 3 YILLIK BİNADA ARA KAT SATILIK 2+1 DAİRE,100.0,2+1,1.190.000,Arnavutköy,Yunus Emre Mah.
320,HADIMKÖY TOKİ AKPINAR KONUTLARIN DA SATILIK MASRAFSIZ 2+1 DAİRE,95.0,2+1,1.075.000,Arnavutköy,Hadımköy Mh.
321,TÜRKİYE EMLAK 4+2 KREDİLİ 130m2 DUBLEKS DAİRE KOD 2134,130.0,4+2,1.380.000,Arnavutköy,Anadolu Mah.
322,ARNAVUTKÖY HADIMKÖY'DE VEFA KONUTLARINDA 2+1 105M2 14.KAT DAİRE,110.0,2.5+1,1.600.000,Arnavutköy,Hadımköy Mh.
323,FATİH CADDESİ PTT KARŞISINDA PROJEDEN 2+1 CADDE CEPHE DAİRE,101.0,2+1,1.780.000,Arnavutköy,Mustafa Kemal Paşa Mh.
324,ARNAVUTKÖY MERKEZDE ARAÇ TAKASINA UYGUN 4+2 DUBLEKS,190.0,4+2,2.750.000,Arnavutköy,Arnavutköy Merkez Mh.
325,Arnavutköy Merkezde 4+2 Satılık Dubleks,230.0,4+2,1.750.000,Arnavutköy,Arnavutköy Merkez Mh.
326,KARLIBAYIR DA ISTER OFIS ISTER DAIRE OLARAK KULLANIMA UYGUN 1+1,65.0,1+1,875.000,Haraççı,Karlıbayır Mh.
327,HADIMKÖY KİPTAŞ 1.ETAPTA SATILIK DAİRE,75.0,2+1,1.350.000,Arnavutköy,Hadımköy Mh.
328,ARNAVUTKÖY MERKEZ MAHALLESİNDE SATILIK 4+2 LÜX DUBLEX DAİRE,180.0,4+2,2.300.000,Arnavutköy,Arnavutköy Merkez Mh.
329,sahibinden satılık daire,300.0,2+1,600.000,Taşoluk,Fatih Mah.
330,Arnavutköy Anadolu mahallesinde 4+2 lüx+lüx dublex daire,180.0,4+2,1.775.000,Arnavutköy,Anadolu Mah.
331,Taşoluk merkez de satılık ters dublex,150.0,2+2,1.105.000,Taşoluk,Taşoluk Mh.
332,ARNAVUTKÖY ANADOLU MAH.CADDE ÜZERİNDE SATILIK DÜBLEX 200M2 4+2,200.0,4+2,1.850.000,Arnavutköy,Anadolu Mah.
333,Sahibinden Satılık Daire,80.0,2+1,1.550.000,Arnavutköy,Hadımköy Mh.
334,ACİL satılık 2+1 daire,85.0,2+1,1.125.000,Arnavutköy,Hadımköy Mh.
335,ARNAVUTKÖY HİÇRET MAHALESİNDE 2+1 TERS DUBLEX DAİRE CADDE ÜSTÜ,95.0,2+1,945.000,Bolluca,Hicret Mah.
336,HASMEKSTARDAN UTRA LÜKS DAÎRE MAVÎGÖLDE BOLUCA MERKEZ,110.0,2+1,1.550.000,Bolluca,Mavigöl Mh.
337,TEKİNLER EMLAK TAN ARNAVUTKÖY MERKEZ İÇİ SATILIK 3+1 DAİRE,135.0,3+1,1.400.000,Arnavutköy,Arnavutköy Merkez Mh.
338,acil sahibinden dubleks,120.0,2+1,1.599.000,Arnavutköy,Anadolu Mah.
339,ARNAVUTKÖY MERKEZDE 90 M2 2+1 FIRSAT DAİRE !!!,90.0,2+1,1.500.000,Arnavutköy,Arnavutköy Merkez Mh.
340,İstanbul Havalimanı Arnavutköy Bolluca Dubleks 3+1 Satılık Daire,170.0,3+1,2.350.000,Bolluca,Mavigöl Mh.
341,Arnavutköy Hadımköy 3+2 Dubex 186m2,186.0,3+2,2.400.000,Arnavutköy,Hadımköy Mh.
342,ARNAVUTKÖY TAŞOLUKTA SATILIK 2+1 100M2 LÜX ASANSÖRLÜ 1.KAT DAİRE,100.0,2+1,1.430.000,Taşoluk,Taşoluk Mh.
343,Sahibin Satılık Dublex,225.0,4+1,3.500.000,Arnavutköy,İslambey Mh.
344,HADIMKÖY 3. ETAP KİPTAŞ KONUTLARINDA GİRİŞ KAT 2+1 SATILIK DAİRE,82.0,2+1,1.230.000,Hadımköy,(Boyalık)Deliklikaya Mah.
345,ARNAVUTKÖY ANADOLU MAH 1075 BIN SATILIK 2+1 90 M2 ARAKAT DAIRE,90.0,2+1,1.075.000,Arnavutköy,Anadolu Mah.
346,ACİL SATILIK SIFIR DUBLEX DAİRE,190.0,4+2,1.790.000,Arnavutköy,Mustafa Kemal Paşa Mh.
347,SAHİBİNDEN MERKEZE YAKIN 4+2 MUHTEŞEM DUBLEX DAİRE,250.0,4+2,3.050.000,Arnavutköy,İslambey Mh.
348,ARNAVUTKÖY İSLAMBEY MAHALESİN DE SATILIK 110M2 2+1 DAİRE,115.0,2+1,1.450.000,Arnavutköy,İslambey Mh.
349,ARNAVUTKÖY ÖZEL VADİ PARK SİTESİ İÇERSİNDE 3+1 LÜKS DAİRE,125.0,3+1,3.600.000,Arnavutköy,Mustafa Kemal Paşa Mh.
350,SOYAK KONFORİA B SİTESİ A.TİPİ SATILIK 3+1 DAİRE,120.0,3+1,2.100.000,Hadımköy,(Boyalık)Deliklikaya Mah.
351,"Miaport Concept Teslime Hazır ""Bahçe Keyfi ile""1+1 Satılık Daire",82.0,1+1,2.750.000,Haraççı,Haraççı Mh.
352,HASMEKSTAR'DAN ARAKAT DAÎRE HARAÇÇI MERKEZDE UTRA LÛKS,90.0,2+1,1.400.000,Haraççı,Haraççı Mh.
353,KİPTAŞ 1.HADIMKÖY SATILIK DAİRE,75.0,2+1,1.150.000,Arnavutköy,Hadımköy Mh.
354,TOPOSMANOĞLU EMLAK'TAN DEMİRCİ OĞLU SİTESİ'NDE 3+1 DAİRE,120.0,3+1,870.000,Boğazköy,Atatürk Mh.
355,HASMEKSTARDAN BAHCEKATI DAÎRE UTRA LÚKS ANADOLU MAHALESINDE,130.0,3+1,880.000,Arnavutköy,Anadolu Mah.
356,TAŞOLUK MAHALLESİNDE SATILIK 3+1 130 M2 DEV GİBİ YÜKSEK GİRİŞ !!,140.0,3+1,1.600.000,Taşoluk,Taşoluk Mh.
357,NENEHATUN MAHALLESİNDE SATILIK SIFIR DÜBLEKS,145.0,3+1,1.500.000,Arnavutköy,Nenehatun Mah.
358,AYAZ GROUP'TAN FIRSAT TEK DAİRE FİYATINA İKİ DAİRE...,230.0,5+2,2.250.000,Arnavutköy,Hadımköy Mh.
359,TOPOSMANOĞLU EMLAK'TAN BOLLUCA DA 2+1 GİRİŞ ACİL SATILIK,95.0,2+1,980.000,Bolluca,Mavigöl Mh.
360,Sahibinden Satılık Havaalani yakini daire,85.0,2+1,1.375.000,Taşoluk,Taşoluk Mh.
361,GÖKTÜRK ARNAVUTKÖY BOLLUCA ORKİDE EVLERİN'DE SATILIK 3+1 EŞYALI,135.0,3+1,2.500.000,Bolluca,
362,Arnavutköy Bolluca Mahallesi Satılık Daireler Daireler,120.0,2+1,1.320.000,Bolluca,
363,TOPOSMANOĞLU EMLAK'TAN YATIRIMLIK LUX 3+1 DAİRE,110.0,3+1,1.550.000,Arnavutköy,Mustafa Kemal Paşa Mh.
364,ARNAVUTKÖY YILDIRIM BEYAZIT CATTESİN DE CATTE CEPE ARAKAT 1 KAT,120.0,2+1,2.100.000,Arnavutköy,Anadolu Mah.
365,2x1 LÜKS DAİRE ARNAVÖTKÜY DE,95.0,2+1,1.200.000,Boğazköy,Boğazköy İstiklal Mh.
